RecordID,Date,Country,TemperatureAnomaly_C,CO2Level_ppm,ExtremeWeatherEvent, EconomicImpact_USD ,PopulationAffected
d329ba5f-dd23-4cf7-be46-7129f7fe71ca,7/14/2015,Australia,-0.75,399.6,None," 3,969,900.46 ",1814849
f6db0c16-7ce2-4878-9a71-6d5b08d76ee7,7/19/2000,Russia,1.71,358.59,Drought," 716,086.13 ",1152657
6ec417d6-10f2-47be-a92c-85e9a98fb7e9,2/11/2001,Japan,-1.14,396.01,Flood," 252,108.49 ",2457471
f75a8dfb-579d-4cb5-8084-0aadcaec2149,2/24/2014,China,1.95,359.23,Flood," 1,581,618.97 ",3613067
ccb8f05b-e95f-442b-8e90-825c3ab59eed,2/28/2020,India,1.29,400.79,Drought," 4,915,717.58 ",1084582
2ed373d1-cc21-4a94-8fcf-820b16045333,7/7/2010,China,0.15,394.35,Drought," 1,995,581.75 ",3486754
b862e8de-29a6-46da-bf88-9d5c0af87bea,10/1/2006,China,1.19,356.58,Hurricane," 8,002,876.81 ",3611566
4d736377-09c9-4e32-a0f6-547c59f49298,1/2/2003,France,1.14,401.11,Hurricane," 1,327,562.71 ",580629
81517508-41c0-45ce-ac55-53b479ed3729,5/17/2011,Germany,-1.5,368.31,Drought," 1,018,847.88 ",1857512
bafadbfb-d7e8-4411-80c9-b267d0222f74,5/10/2009,Japan,0.43,372.93,Heatwave," 7,674,751.15 ",2980051
9af1a0d5-b787-49df-992a-3cf798d4d1d3,12/22/2018,Australia,1.96,392.03,Wildfire," 1,560,925.17 ",3082070
9bef30fa-e2fa-4af5-b4f8-c498d3387e67,2/12/2018,Germany,0.69,388.72,Flood," 9,034,683.03 ",2353921
348b1cc8-2398-4b8d-b954-7b152cb1b058,9/29/2018,France,-0.2,398.08,Drought," 1,041,419.14 ",684244
165feeb5-75b3-45a4-89af-f5f8a750b924,3/18/2008,Russia,1.98,371.11,Wildfire," 6,659,391.54 ",2004702
83a765a5-d9db-4687-b101-0efdaf514635,5/24/2016,China,-0.23,359.78,Flood," 3,129,676.08 ",3439862
d30217eb-a352-4991-883b-02e95bb6de13,6/23/2013,USA,-0.04,357.23,Drought," 420,711.75 ",4332954
9c0150f6-6856-4f58-b7be-b35e09f07550,12/8/2000,USA,-0.63,377.45,Wildfire," 4,716,962.94 ",3085373
3950471e-3711-4e2b-858b-b5c98ee92274,4/5/2003,Germany,-1.64,380.72,Drought," 3,106,252.65 ",1045480
4fef2c49-eed0-4cf4-80c3-faebf0326d46,5/24/2013,China,-1.62,415.76,None," 6,668,148.51 ",1118716
bb12c9c8-f3fc-44de-b435-3af86901f48a,1/24/2022,USA,-1.96,412.74,None," 1,321,654.45 ",3060986
f8f36635-d838-43c6-b124-aa66d0010b9a,2/18/2005,Germany,1.27,399.99,Drought," 337,656.36 ",4789995
1c60dfe6-5faf-4701-817a-9bd38080df85,12/24/2003,Germany,0.74,387.08,Drought," 1,952,196.36 ",1044691
51814bbb-45fe-4a78-a0ac-8c67de27c31a,6/5/2005,Canada,1.95,376.08,Flood," 717,496.70 ",4095409
d77df30e-9665-42d1-9fd1-6580c198072b,12/1/2008,Japan,0.7,362.51,Wildfire," 6,219,239.51 ",2608613
08ec29de-5492-4e24-93fa-646781522dd5,8/31/2001,Australia,-1.65,372.18,Flood," 203,182.89 ",3517158
f56c8e3e-aa31-4411-b6e8-032e0b6261c5,8/11/2009,India,-1.69,368.89,Heatwave," 6,988,607.30 ",3010508
0469bc05-5dd0-4679-a832-417cf71a84b5,9/18/2003,China,-0.49,382.32,Wildfire," 9,213,382.50 ",576056
410c3b56-86ce-4a03-b84d-7feb628d079e,7/14/2017,France,1.35,404.65,Wildfire," 8,894,769.43 ",1883847
8ba30ee2-5890-4314-90f3-e6e44453a8e7,12/8/2011,Australia,0.83,390.98,Heatwave," 6,727,374.44 ",47949
9eb25529-21fd-4259-abc3-a4bab26e3cf6,4/23/2022,India,1.03,406.9,Flood," 8,705,811.64 ",3288988
58aac32f-e83b-4af3-bbf9-5c5b10813091,6/14/2005,Germany,-1.56,419.59,Tornado," 8,627,677.37 ",2348898
ab70c43a-18bd-4eee-ad37-590a65423351,6/6/2006,Australia,-0.01,417.19,Drought," 190,112.23 ",3207086
51731f22-745f-463d-ac60-356382e2aada,6/18/2018,India,1.24,364.55,Flood," 6,005,318.50 ",984066
22078c5a-1088-481e-a32e-074de95ff7ec,4/21/2005,India,0.83,390.21,Drought," 1,012,287.29 ",723542
098be054-4297-4618-92f5-995769ce87f3,5/13/2015,Japan,-1.54,390.56,Flood," 130,926.33 ",2277130
4e475cf0-3c08-44bd-bd8a-963432df9a9c,8/19/2023,Brazil,1.56,375.87,Heatwave," 1,916,165.14 ",273408
e944ced2-1c62-440b-a540-ae5a2508c376,9/23/2014,China,0.83,373.47,Flood," 1,635,317.61 ",1083948
24221fef-6972-4354-b817-61d61eb25a83,12/7/2010,Russia,-0.24,383.58,None," 2,750,739.70 ",3664745
ec5f8d8f-2c14-4fa1-bd12-8b3a1a43c446,6/23/2007,USA,1.23,377.54,Heatwave," 8,488,231.27 ",3429263
606fa695-2681-4436-98ef-9471d803f219,11/26/2019,Germany,1.41,409.37,None," 9,598,565.85 ",90447
832a91a1-39c5-4cf8-8ff1-10e868ed4587,11/22/2017,China,1.56,376.05,None," 4,612,531.46 ",3331875
7f3ecbdf-1f2e-4345-8618-b3da7963c8af,11/20/2001,India,0.09,379.39,Tornado," 6,596,764.32 ",4073423
fe11bf16-12c2-461e-8158-f35713027d0d,11/26/2004,Germany,-0.94,385.53,Wildfire," 5,802,464.48 ",2805506
c4ff156d-f8b6-4519-8df4-2a69062bc8ed,2/13/2001,Australia,0.59,378.27,Drought," 362,483.29 ",2544419
1486fc18-f018-431b-987d-948401718999,10/23/2003,France,-0.98,401.58,Hurricane," 1,615,446.79 ",1327497
c65b693e-0831-4651-8d03-cbc5deb4eba9,4/17/2004,Japan,1.42,364.11,None," 8,308,484.77 ",3694862
cf905d06-2009-4107-879b-1398230f74dc,4/18/2009,France,-0.49,413.65,Hurricane," 1,628,840.62 ",309230
5ca71912-ebea-4d27-a1c3-d45768b8321d,12/26/2014,Brazil,1.44,395.26,Tornado," 3,263,545.01 ",1454469
ae4929e2-3089-41fc-a18a-041130d05fd2,4/21/2003,India,1.36,406.6,Heatwave," 9,088,355.94 ",3716061
f0e07177-b01f-4c4f-b271-57547a4c887e,2/8/2018,Russia,-1.5,412.29,Tornado," 4,123,568.71 ",2780568
ce70a10e-55ed-4c63-9965-afebdf2dd1c4,5/11/2017,Japan,-0.89,365.76,Heatwave," 1,100,636.75 ",2924547
9b8cf292-d70a-4b6c-a384-923bf0abc6d0,4/19/2019,Canada,-0.67,359.7,None," 28,321.83 ",852073
7233ad26-b4dc-4eb9-844f-2d4aaa9fbb62,5/10/2005,Japan,-0.6,382.44,Heatwave," 9,020,974.26 ",4574358
9467fa13-c2b0-4c9b-891a-4814e99430b4,5/18/2001,USA,1.2,357.64,Drought," 6,182,738.01 ",3597378
b25155f2-db84-4a12-9bcc-6d4a2b043095,4/25/2008,Australia,0.48,405.49,Wildfire," 9,187,728.66 ",1071050
f0c34aa7-f311-45a4-a255-66e09448472f,6/13/2013,Russia,0.59,360.34,Drought," 1,585,768.33 ",2042007
2a4bc321-caef-420a-a90b-27ee3f31a46a,1/12/2015,Japan,0.46,360.2,None," 6,168,478.08 ",308983
9a4e7dd3-5bed-4c99-b6bd-6c73aa7722d8,1/1/2015,Australia,1.52,368.25,Tornado," 4,011,414.64 ",2015364
6917c2ed-0453-4d49-b972-942f7f3d81fb,4/7/2023,Australia,-0.51,352.48,Tornado," 2,339,897.93 ",1602172
de467c83-1ef1-475e-8944-46f85f80fb5f,6/13/2011,India,-0.84,356.55,Flood," 7,854,603.62 ",311645
db4d0638-a18f-44b1-888b-6977cd49ca58,6/7/2018,India,-1.62,380.58,None," 1,962,519.67 ",3063205
b871efe4-e92d-4564-aa11-9d7da5ef6e40,3/21/2004,India,-0.15,412.09,Heatwave," 7,749,940.96 ",4684642
d9d70638-ba12-4bf8-965e-842c057b3132,9/25/2004,Japan,1.72,356.44,Flood," 6,135,564.31 ",1884258
3a33bc5a-169d-4cc1-8e3b-03dce4f6ba0d,7/27/2008,Germany,1.31,402.9,Heatwave," 9,753,286.60 ",3260290
ce598b5b-a9e8-4a41-8992-7fa88ddc0028,9/26/2007,Germany,0.6,401.67,Drought," 8,562,517.51 ",4765880
b7f4499b-faca-4280-8776-0ea77a1c06ab,10/27/2019,China,-1.48,406.62,None," 7,948,240.04 ",1224401
119073c6-b160-4360-bb23-43a948bd811a,5/11/2023,Germany,-1.54,405.6,Flood," 3,314,302.03 ",3205735
05eecdac-5e13-4df3-b305-b46eb10bc80c,3/7/2023,France,1.36,416.96,None," 5,812,714.36 ",2486326
03c2101f-16f6-46fd-b768-3a05cdd90c4a,10/15/2009,France,-0.07,411.27,Wildfire," 651,047.10 ",4976133
7fe41bdd-ca05-4374-bd5d-8bdae8e1ef52,3/19/2011,India,-0.03,364.43,Flood," 7,412,478.46 ",2331746
2d4d431e-8bc2-406e-85de-70f72b0499c3,5/14/2016,Russia,-0.9,405.63,Flood," 8,155,661.16 ",804813
2403207c-e40c-4691-9844-d4602dbab343,11/24/2023,Australia,1.76,419.05,Hurricane," 1,827,536.25 ",3915311
2ffe27b6-311f-4079-bcd2-f467b4eb7102,10/5/2015,Russia,-1.28,375.13,Drought," 3,651,705.23 ",4671931
ea194353-a1aa-48d5-aeba-f98f3f5a7811,3/1/2015,Russia,1.09,382.11,Heatwave," 8,589,376.44 ",1451149
6b779e8a-cd02-4110-8fe5-41f154e6afa8,8/27/2011,Russia,0.26,387.4,Heatwave," 9,094,846.65 ",2969832
a60758eb-a2cf-4969-9ffb-60c102c88a0a,12/5/2015,Germany,0.65,409.03,Heatwave," 4,782,511.45 ",3542224
3d533a94-f255-4d0a-bf3d-a231f85865fc,8/17/2002,China,0.85,409.56,Hurricane," 1,891,163.86 ",999922
0b476a6b-106c-4be5-aae3-8675fc7979cd,7/9/2006,China,-0.44,402.47,Hurricane," 5,177,535.20 ",494551
0329f0fa-f6c4-4065-9506-e69fe9772966,6/21/2001,Germany,0.05,401.16,Tornado," 3,600,988.00 ",3778781
e5b9ae29-6795-4ef0-8f4a-aad3f5e8c4ba,6/30/2007,Japan,0.77,369.06,Tornado," 7,300,275.15 ",1180432
e23ddbe8-a733-436b-80a4-d0a48b263b47,10/22/2023,China,0.23,380.64,Hurricane," 7,939,330.22 ",2316829
149dfc3c-88b4-4aa5-a03c-e64d32df4c97,1/1/2002,China,-0.04,363.9,Flood," 4,294,801.22 ",3798273
b8433465-7507-4f19-9809-42e2ccec9763,2/3/2017,Russia,-1.68,407.7,Drought," 8,164,549.57 ",3065257
27a0f3c1-9b89-4e8e-908a-00c0aca06f74,5/8/2010,Russia,-1.96,413.64,Tornado," 9,393,034.48 ",4780670
329415ed-3407-4ff8-b160-c6083120935d,9/27/2022,China,1.48,407.23,None," 4,039,896.99 ",3465588
fdbe9d80-91df-47ae-83e8-5e12cb20b1ad,1/25/2023,Canada,-1.97,402.85,Flood," 8,643,949.41 ",751559
10479ab1-d3df-4d43-b4cb-ff9acf57bded,2/10/2018,China,-0.61,372.73,Tornado," 3,562,558.41 ",1769901
931e3679-ee3d-431f-8b29-a675680368a0,3/3/2012,Canada,-1.33,392.63,None," 168,329.41 ",4025545
5cf85384-685b-4b4a-8269-bd2fef85644c,10/26/2022,Australia,0.23,383.02,Hurricane," 3,159,651.36 ",9354
7284e77d-c7d7-45e4-a66e-3ed996f372b8,2/22/2008,Russia,1.39,352.92,Heatwave," 6,480,004.83 ",2000373
418bddf9-b138-4923-ae50-03e5f0e90449,10/5/2005,Japan,-0.55,365.55,Wildfire," 9,101,445.04 ",2785670
2c7fdf10-1dde-49d4-8237-6a4a4779e15b,7/21/2017,China,-0.24,367.43,Drought," 5,101,018.01 ",327279
027b8083-a5f8-405b-98f6-0c2564df41b4,3/14/2019,Russia,-0.14,382.75,Hurricane," 4,189,443.60 ",2897085
5da161f8-61c5-48f7-b822-24f798cc4f47,7/12/2005,China,-1.54,369.09,Drought," 6,694,050.68 ",4926470
954d81f9-48c0-4495-9ce2-a68ce323b246,1/15/2013,Canada,-0.4,394.52,Heatwave," 3,557,993.21 ",502598
4c1e3081-4324-4502-a9a2-5bf3a4a547fe,8/25/2016,India,-1.74,391.37,Tornado," 7,817,779.73 ",236393
ab8e3834-91ba-4d12-a906-a7614b34b69c,2/17/2017,Japan,1.14,350.74,Heatwave," 4,581,860.30 ",2691157
9c934e51-3550-4f26-96a7-1853d842e439,5/26/2008,Australia,-1.6,416.05,Tornado," 5,704,405.84 ",1074699
8bc0a96c-1aff-47e3-91dd-f9fd2f4a8745,8/29/2022,Germany,0.39,389.94,Wildfire," 4,516,736.25 ",4973429
9cb10cdc-f8f0-41b0-a718-619635fd7eda,11/28/2013,India,1.05,350.41,Flood," 7,759,300.42 ",3605655
fae45a19-e5ce-4a45-86ac-dd64367cccf1,10/1/2004,Russia,1.29,392.52,None," 404,002.24 ",429527
2a5d7329-7afd-4001-8201-cab032636682,10/23/2014,India,-1.52,403.28,Heatwave," 5,294,828.40 ",3855094
344ff243-e434-4d01-b092-b87e517146ce,5/24/2023,Canada,-0.69,350.58,Heatwave," 9,690,984.00 ",928727
8076918a-cb61-4127-9245-e03d12615e8d,11/11/2009,Japan,-1.78,379.5,Wildfire," 8,616,698.61 ",3423329
844d44f3-75c4-4711-bd48-b5fb3c39c4e8,12/15/2020,France,0.17,407.59,Heatwave," 9,118,176.09 ",4403803
4738a329-d7ff-4ae9-974c-5aea759286fe,12/12/2012,India,0.78,404.15,Hurricane," 8,183,906.16 ",2983279
0c70735f-bd83-4959-8971-d89b237c49cb,12/1/2022,China,-1.17,398.78,Heatwave," 631,286.38 ",2145442
ccde86ca-962d-4bcc-8622-65353af53ed6,10/11/2013,Russia,0.16,379.84,Hurricane," 4,699,054.35 ",1970625
91a8a302-6538-4e8d-83b2-cc0a99575487,6/13/2015,Russia,-0.31,387.58,Tornado," 8,507,169.48 ",847153
326f5a90-a088-4895-8819-46280fdbfa30,1/23/2008,Canada,1.37,373.13,Wildfire," 5,942,876.31 ",828327
4c4afef1-79ec-4547-89bf-50453cfb600b,10/29/2012,Japan,1.52,399.46,Drought," 4,555,721.92 ",1195641
1cf74593-56ba-4426-8b51-6a242a94f873,10/31/2016,France,-1.93,379.99,Wildfire," 7,162,893.40 ",3477385
30ac3205-3480-4e3a-97b5-270391b4eee8,11/3/2021,France,-1.38,393.69,Tornado," 3,225,282.60 ",2730626
3b143428-e282-4504-8c79-f6f239475903,10/7/2020,Japan,1.31,412.37,Hurricane," 4,216,819.34 ",2319438
91ea09cd-acae-42d3-9df4-75731c294677,2/11/2017,USA,1.17,419.84,Hurricane," 5,342,105.78 ",4933859
90e052a6-0077-4906-9c25-1239b9ae5a85,12/3/2019,Japan,0.36,363.82,Drought," 9,263,846.05 ",80289
001a82c9-6133-4498-96a0-923e2949a043,9/17/2019,Japan,0.35,378.5,None," 2,194,194.45 ",2099958
32bc5fc7-511f-4d5c-9ae3-98005f349b4e,10/15/2009,India,0.95,403.34,Flood," 5,280,632.06 ",3307458
32fed9b4-dc1d-47c2-8a63-1ff76c240b92,3/20/2023,Germany,0.77,380.67,Flood," 7,406,280.63 ",4960640
6d4a7b07-5de8-45f5-bd8b-17dab9ed15be,10/14/2014,France,0.87,382.96,Tornado," 6,603,854.00 ",1232780
af88e7ee-f9bd-4571-ad11-8fc773e9951d,2/20/2001,Russia,-0.06,384.2,None," 5,642,217.63 ",2881327
9d4f3052-71c3-41fc-89af-53eab721efc3,12/28/2013,France,0.46,363.33,Hurricane," 9,441,107.72 ",3452941
cc5ecf7b-209b-440e-ad5e-8df9bbcffdcd,6/25/2008,Canada,0.31,391.27,Drought," 5,895,355.22 ",562813
650596f7-0f7f-498b-b41e-823369c6e27f,4/30/2006,India,-0.34,397.38,Wildfire," 3,315,645.69 ",3158836
c82bd419-e91b-4cde-a989-649df7b5ec9a,7/1/2009,Germany,1,379.15,Hurricane," 4,977,321.11 ",4727471
5b8b9847-b224-4633-acb6-384554a832bb,1/16/2001,Japan,1.09,394.94,Heatwave," 7,511,595.12 ",2557601
a150b1b4-ad51-4b24-abaf-5800e3c357d1,11/13/2002,China,-0.91,391.74,Flood," 9,745,388.10 ",4585766
d5f9c08e-116d-467b-a6f4-a1b5942dbd8c,4/3/2021,Australia,1.97,386.62,None," 7,250,180.72 ",1592338
caaa1d34-60ef-4e58-ab71-4a7f0a4383b3,10/14/2021,USA,-0.01,351.41,Hurricane," 1,900,637.20 ",2378096
cb834e46-6bed-470d-b1bf-57745fe9456a,7/18/2007,India,1.49,375.01,Tornado," 7,177,542.59 ",3888444
28e65f26-5beb-4445-a42b-7228d6f3203f,9/8/2017,Canada,-1.63,365.65,Flood," 8,041,698.76 ",2133447
d5920704-3f44-42c9-b161-a63b2285b0f7,10/28/2021,India,1.95,413.82,Heatwave," 9,109,099.62 ",1109306
3565da60-7ca0-4d31-beb9-bb7fa275bf99,12/12/2008,Germany,0.1,409.01,Tornado," 4,099,231.61 ",845072
6b2339c6-5dca-403d-9b1a-9303e7317f5a,6/25/2007,Canada,0.1,359.21,Wildfire," 8,309,290.76 ",1703256
27715ae9-9f3d-4dcb-9c2e-07460ddc273c,6/5/2017,Japan,1.95,367.37,Flood," 6,028,341.88 ",4686441
f2ef38ad-72e6-4638-ba12-2553926d91af,5/26/2020,Brazil,-0.63,362.69,Flood," 498,388.45 ",4657838
b11c2027-550a-43c6-81d9-10f2317612de,6/8/2009,Canada,-1.5,410.37,Hurricane," 6,306,275.49 ",4443036
e03a9f35-d001-4e3b-9587-52432f7daa9d,5/19/2018,Australia,0.04,350.08,Heatwave," 850,587.06 ",3485596
5b325874-7d24-40fc-a8ea-6ef6fc158960,8/5/2018,Canada,-1.53,364.32,Tornado," 3,095,464.97 ",467455
f609b2b9-e782-494b-80cd-e11ecc72a99c,3/8/2004,Brazil,0.39,379.27,Tornado," 7,402,463.80 ",4589660
45584a8f-2378-446c-8556-5ab151fb2eec,5/30/2002,Canada,-1.17,356.72,Tornado," 2,774,138.58 ",4686561
3a704a46-f1e8-4676-ac4f-b811c78cf8f8,11/20/2006,Russia,1.61,385.08,Tornado," 3,062,329.50 ",3524921
22d165cf-05d6-44ad-9f78-f0e80f34ef2b,2/14/2016,Australia,-1.47,370.2,Tornado," 9,768,672.89 ",3004413
c9869f9d-d107-4da0-894e-a49ba8a73904,5/29/2015,China,-0.02,394.22,Wildfire," 3,997,811.89 ",4491295
5eb76ca8-8c69-479c-9bad-d3ec35ec87aa,6/9/2006,Germany,1.61,406.67,Hurricane," 393,121.85 ",551755
e9d63547-a8b9-4be7-89d5-ca13d45d89b4,11/27/2003,France,-1.1,357.47,Hurricane," 4,001,695.73 ",4348985
5bef8c54-ebe3-4a6f-be26-114a1be72a09,9/10/2020,Australia,-0.14,408.82,None," 197,287.41 ",3402773
d7fc1267-ad26-40e4-869b-ce46c4582b2a,4/25/2023,Japan,0.56,390.87,Wildfire," 4,344,229.22 ",3888818
1b208e83-9409-4a50-8ffb-c0b936c20569,6/6/2021,France,-0.21,375.19,Drought," 9,948,720.60 ",1393212
45661866-df61-4d91-9785-9d05c0ce7b5e,9/24/2008,Australia,1.01,387.76,None," 1,831,418.26 ",3512920
349341c2-a9a4-4b17-afc8-d981849fc859,11/22/2011,France,-1.36,353.16,Flood," 6,888,077.75 ",2778218
1eb3fe8e-b919-4e0c-9c10-652b9bbad572,3/14/2004,Russia,1.16,377.09,Heatwave," 7,898,539.17 ",800574
88c360b3-e194-40dd-a791-f0ae9d4b94b2,7/27/2005,China,1.1,365.47,Heatwave," 1,294,356.73 ",4023471
41d92fad-bcfc-4588-80d0-53caf71b7f2c,7/9/2004,USA,0.15,373.22,Hurricane," 9,250,592.54 ",1267159
19c9e031-4091-49a2-8721-a2ab72e53c8e,1/26/2021,USA,-0.08,350.75,Wildfire," 5,604,247.66 ",2538124
b21a8130-b794-49b2-8e34-1d7f134175d5,9/8/2017,India,0.21,361.58,Drought," 5,398,518.45 ",2219906
da66a057-9ebd-4b1c-9619-3f5c3b02b885,9/8/2011,Canada,-1.45,404.16,None," 1,348,570.94 ",1092643
137ec080-ab39-4ebe-8398-ed391ce727d5,8/14/2000,France,-0.53,384.68,Wildfire," 5,491,749.48 ",2328126
9d7b00b5-79f3-4d78-884c-e5ece2c5cdd0,3/15/2013,Canada,-0.52,369.29,Heatwave," 6,325,962.64 ",4869269
c013b231-905b-4a10-952b-54266de3ab64,6/1/2018,USA,-0.67,399.72,Hurricane," 61,407.48 ",2309274
8ec83ac4-e290-4080-b671-1c5d1e861ab8,3/8/2003,Japan,-1.78,415.59,None," 8,484,238.05 ",578047
13f1f6cc-e838-4fd5-a9eb-e1d4143b035b,9/5/2009,France,1.53,413.56,None," 4,987,495.96 ",4368500
fe10f0eb-c3c8-40f6-ad55-6b93c14ac6fd,4/13/2004,USA,-1.94,355.99,Heatwave," 492,541.61 ",2319800
3245fcd3-e309-4854-b65d-5d8ea9172bab,4/12/2001,Brazil,-0.38,367.14,Wildfire," 5,022,890.57 ",4111098
6156ef70-5bf4-49e7-9198-dd7e8c32c3a1,9/20/2007,Russia,-1.85,401.65,Drought," 708,529.23 ",3106255
76f8e60b-a874-4697-9933-fcf3f7e31574,5/21/2001,Canada,1.83,376.43,None," 2,328,008.04 ",3381676
2fc29c98-2027-4576-ad9e-cc4f2ebcbad6,5/24/2021,Germany,1.75,416.43,Flood," 1,776,302.64 ",3229793
6574be78-d02d-42a8-9341-be097a178cb5,2/6/2017,Canada,1.58,364.43,Flood," 2,824,476.68 ",4415890
0c08bdff-07d5-4667-94b1-3898a474c604,12/1/2014,India,-1.39,401.65,Heatwave," 2,910,083.09 ",2148486
19d5bf97-1779-46e1-82f3-d7c238be83c8,11/5/2008,India,0.12,360.53,Drought," 2,963,912.02 ",4124460
fc35278f-465e-48dc-b654-894067d45807,9/21/2012,USA,1.99,388.01,Tornado," 5,791,121.74 ",3156100
6ad0c985-6924-4be2-8796-01ff2b08f97f,6/19/2003,Canada,0.99,419.36,Flood," 2,060,802.46 ",1185092
41444b27-061a-442a-90fd-7ec287e39a99,6/28/2003,Germany,0.06,409.84,Wildfire," 1,127,342.49 ",4684660
98f5d29b-30e8-4ad0-9bea-ba19a9ad4768,2/18/2005,Germany,-0.7,417.85,Hurricane," 5,235,130.54 ",2894422
9ce6f047-0722-44b0-b0d0-33c682545780,1/7/2003,Brazil,1.09,400.81,Heatwave," 4,695,265.18 ",2443830
2993caec-12c6-433c-955e-b48b6b54c100,3/17/2010,USA,-1.66,386.55,Tornado," 298,997.19 ",1243333
e0255235-2d26-4211-a04b-cd30d9f7815b,6/11/2016,Japan,-1.55,366.87,Drought," 9,109,950.33 ",3120461
11ee38f9-8168-48e0-ac35-6daf8527894c,7/23/2018,USA,-0.45,365.3,Tornado," 5,833,914.48 ",2311416
00856cb0-a766-40bc-9770-c95adfd80551,11/10/2013,India,1.09,388.62,Heatwave," 6,296,890.01 ",2483438
4cc5adbf-046b-4f17-bb06-dc04183cd9d2,4/26/2010,India,0.99,397.75,None," 32,280.98 ",4815346
598993db-c558-4252-b603-871d92c05ac1,11/20/2016,Russia,0.97,353.33,Hurricane," 2,654,273.58 ",4258988
4ed3145c-45a4-4788-9eb3-4e73a35d992b,5/2/2023,India,-0.47,356.93,Drought," 1,625,831.49 ",4139304
339a8119-dd57-47f6-b7c5-fe8dbfa69070,3/24/2012,Japan,-0.32,354.51,Hurricane," 9,095,547.60 ",4595371
15c21dce-69c9-4358-a00f-2ce26da5857e,12/11/2001,USA,0.96,350.18,Drought," 8,306,939.37 ",1089171
89ed922e-e675-4fa1-9309-d07a75094026,1/14/2012,France,-0.45,367.43,Drought," 6,546,398.29 ",1410397
8d8de7eb-4f4a-444e-ba62-dc68a672be9a,6/11/2019,Brazil,-1.27,403.12,Flood," 5,904,027.77 ",792681
8757d45f-a9e0-4855-9a6d-8e5300ed1e7b,6/1/2000,China,-0.38,394.37,Flood," 6,891,749.01 ",2742270
381eebe0-108a-4a87-b100-679635e603f1,12/17/2000,Russia,1.17,365.66,Tornado," 2,020,507.89 ",3905293
a5041458-c1ec-4a24-a891-ba29cf985f31,1/31/2017,Australia,1.95,382.35,Tornado," 197,411.34 ",721052
0dd3be6b-baaa-4f3e-9264-b0d7bfddd565,12/24/2001,USA,0.1,402.27,Flood," 6,949,006.80 ",2659539
8243e70e-3513-42d1-a02c-715a2badc412,1/3/2016,India,-0.25,373.03,Flood," 4,900,407.96 ",1939764
a9492235-144f-4c9f-9ff1-d8ae579be9c9,12/17/2012,Canada,-1.9,411.67,Tornado," 5,921,326.14 ",1040252
0aec5b6f-a382-433e-9a3b-3946c545f4ca,7/3/2008,USA,-1.41,402.34,Hurricane," 2,964,930.82 ",748682
bc915a8d-3be4-402a-8b09-88c2c9b31488,8/2/2022,Australia,0.84,408.4,None," 6,984,106.32 ",4221768
792fbb2b-d881-4e57-b9b5-424d0ee33b25,8/27/2021,Canada,-0.21,355.92,None," 4,576,890.47 ",4508437
77bc90f8-5c49-4224-9f33-53328eea6b9a,5/18/2014,China,-1.78,357.18,None," 9,139,357.58 ",354847
0d081a22-6ef3-41bb-9dcf-939523afd805,9/25/2014,Russia,1.7,365.39,Hurricane," 1,690,513.96 ",4168108
9629547e-ad7b-4e8f-86a1-7394017f0795,3/5/2018,Brazil,1.42,350.58,Heatwave," 878,959.71 ",824467
f5ca4ce7-6db3-4e36-ad48-61892ec3a972,6/24/2001,China,-0.12,413.93,Tornado," 9,059,489.38 ",2173660
011c86c8-abfd-4464-a7b5-c1e6ab858c5d,12/16/2005,Canada,0.54,372.02,Wildfire," 4,192,970.86 ",4742010
321a3c1c-3c6b-423a-9d04-cc6efdab8166,9/10/2020,Germany,0.79,358.26,Tornado," 4,605,115.98 ",4481754
da1d11eb-d1a7-4e71-b7db-53572228cdc6,5/9/2003,Germany,0.13,369.98,Tornado," 4,319,391.02 ",4248876
64ed0d12-cd7c-439c-83b6-a4e6add57fac,1/15/2020,Canada,0.29,382.54,Drought," 3,379,270.29 ",2499552
24594359-706a-4d68-830c-4bb33bb31ab5,5/29/2009,Japan,-0.12,361,Tornado," 4,002,563.48 ",252461
3f7a8078-e443-46f9-871d-41051988f37b,3/9/2015,France,1.15,417.65,Hurricane," 4,928,396.43 ",832757
cfae7f08-b18c-4606-909e-23511276cf77,12/27/2005,China,1.8,405.02,Tornado," 2,836,932.37 ",4471793
78043682-e20a-4c74-8299-f26381f6d589,6/20/2003,France,1.71,405.8,Wildfire," 364,767.58 ",2903537
777477e3-9eee-486c-8ae2-ed11e75c8249,5/31/2003,Russia,-0.03,350.52,Drought," 4,673,781.70 ",490713
493865cf-e0ed-4405-8306-18cc1f3e2ac5,10/10/2020,USA,0.18,395.78,None," 4,902,155.86 ",3626918
1809998b-e102-45c6-899b-2105445d1cbd,8/5/2017,USA,-0.68,382.38,None," 6,923,866.49 ",2702418
b7cc119a-39a2-4480-b1cf-413494001762,3/13/2021,China,-1.18,417.3,Tornado," 3,248,389.50 ",514194
378ac0b4-47c2-4c71-ac84-3b5e4293f4f4,7/1/2007,India,0.06,355.2,Drought," 9,689,105.85 ",4995080
083dd461-94e1-4097-a9f0-0f7a080acb26,8/29/2014,China,1.25,415.17,Hurricane," 1,565,953.74 ",4038645
5dc120cf-bfd3-449a-bd19-8644dffd1d82,1/28/2020,China,-1.56,358.4,Tornado," 7,691,594.06 ",1279589
fbc56546-a277-4896-8938-90191448447d,12/27/2019,Brazil,1.54,378.94,Flood," 9,514,289.33 ",1598527
